,Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special,year
36,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Elie Hobeika,"Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns","Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks",L,I,113000,2397,,,634,,1982
37,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Fawzi Mahfuz,"Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns","Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks",L,I,113000,2397,,,634,,1982
38,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Saad Haddad,"Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns","Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks",L,I,113000,2397,,,634,,1982
39,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Yasser Arafat,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
40,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Hafez al-Assad,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
41,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Mustafa Tlass,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
42,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",George Hawi,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
43,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Elias Atallah,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
44,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Abbas al-Musawi,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
45,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Ibrahim Kulaylat,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
46,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Nabih Berri,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
47,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Monte Melkonian,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
48,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Mahsum Korkmaz,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
49,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Muhsin Ibrahim,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
50,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Ragheb Harb,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
51,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Murat Karayılan,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
52,1982_Lebanon_War,"6 June 1982 – June 1985
(main phase June–September 1982)",Southern Lebanon,"Israeli tactical victories but overall strategic failure.[4][5][6][7]
Syrian political advantage[8]

PLO expulsion from Lebanon[9]
Collapse of Maronite-Israeli alliance, failure to achieve Lebanese-Israeli peace[10]
Increased Syrian influence in Lebanon
Israeli withdrawal to the Israeli security zone in Southern Lebanon
Continued conflict between Israel & SLA vs Hezbollah over South Lebanon",Inaam Raad,"Israel:
78,000 troops
800 tanks
1,500 APCs
634 aircraft
LF:
30,000 troops
SLA:
5,000 troops
97 tanks","Syria:
22,000 troops
352 tanks
300 APCs
450 aircraft
300 artillery pieces
100 anti-aircraft guns
125 SAM batteries
PLO:
15,000 troops
80 tanks
150 APCs
350+ artillery pieces
250+ anti-aircraft guns",R,I,37500,882,1125,,450,,1982
